Swedish_Lemma,English_Lemma,Chinese_Lemma,POS,CEFR
snabbhet,celerity,迅速敏捷飞快极高速度行动迅速极速敏捷高效,NOUN,Advanced
retbarhet,excitability,易激惹性兴奋性敏感性易激动度神经敏感度情绪易燃性易受刺激倾向,NOUN,Advanced
förverkande av rättigheter,foreclosure of rights,权利丧失丧失行使权抵押赎回权被取消权利灭失资格终结取消辩护权,NOUN,Advanced
förverkande,forfeiture,没收丧失弃权扣押罚金被迫丧失权利处以没收担保品充公,NOUN,Advanced
tuberkulos,tuberculosis,肺结核结核病结核杆菌感染痨病结核病变结核杆菌病,NOUN,B2
fastighetsregister,land register,地籍簿地籍注册册土地登记册不动产登记簿地产清册土地登记档案,NOUN,B2
ansikte,countenance,面容脸色赞许支持沉着自若面部神色宽容对待,NOUN,B2
filmatisk,cinematographic,电影的电影制作的电影摄影的影像质感的影院银幕效果的电影艺术的,ADJ,B2
klagande,plaintive,悲伤的哀怨的哀鸣的凄凉哀伤的令人同情的带哭腔的,ADJ,Advanced
gråna,gray,变白变灰使变灰暗呈现灰白变得老迈使蒙上阴暗呈灰白色,VERB,B1
lakan,bedsheet,床单被单床笠床罩寝具白床单棉布床单,NOUN,A1
koda,encode,编码将译成密码加密编译转化成数据指令转为代码,VERB,B2
biljettlucka,ticket window,售票窗口售票处买票小窗出票小口检票口售票小室票房口,NOUN,A2
chauvinism,chauvinism,沙文主义盲目爱国主义盲目偏执大男子主义狭隘偏狭狂妄优越论,NOUN,Advanced
olycksbringande skadlig,malefic,有害的凶恶的不吉利的带来灾难的恶毒作祟的煞星恶曜的,ADJ,Advanced
bli vän med,befriend,做朋友待人友善结交帮助友好关照亲近与之建立友谊,VERB,B1
minaret,minaret,叫拜楼宣礼塔清真寺尖塔唤礼塔唤醒祷告光塔高耸宣礼尖楼,NOUN,B2
traumatisk,traumatic,创伤性的造成创伤的难忘痛苦的极度痛苦的伤害性的令人心灵受创的,ADJ,B2
tålmodig,patient,有耐心的能容忍的坚忍耐劳的容忍度高的从容不迫的不急躁的,ADJ,A2
vilt festande,revelry,狂欢纵酒狂欢纵情享乐狂闹喧嚣喧闹聚会狂欢作乐,NOUN,B2
fiske,fishing,钓鱼捕鱼渔业捕捞垂钓渔事钓捕活动,NOUN,A1
lyckofynd,lucky find,意外收获偶然捡到的宝幸运淘到的好物千载难逢的发现意外的好买卖奇巧捡漏,NOUN,B1
hygienisk,hygienic,卫生的保健的清洁的符合卫生学的防病的无菌洁净的,ADJ,B1
tiodubbla,multiply tenfold,增加十倍扩大十倍成十倍增长使增至十倍翻十番成十倍放大,VERB,B2
kolossal,colossal,巨大的庞大的异常宏伟的惊人的不可思议之巨的极其浩大的,ADJ,B2
fläta,braid,发辫辫子编织带编成辫状穗带马尾发束麻花辫,NOUN,A2
sjöflygplan,seaplane,水上飞机水上起降机水机水上滑翔机水上飞艇海洋巡逻水机,NOUN,B1
mör,be tender,嫩脆的嫩软温存的脆弱温和敏感温情脉脉的,ADJ,A2
dragon,tarragon,龙蒿龙蒿叶香龙草茵陈蒿调味法式龙蒿西餐调味香草,NOUN,B2
högtravande,grandiloquent,言语夸张的大言不惭的辞藻华丽的高谈阔论的华而不实的浮夸修辞的,ADJ,Advanced
syndaflod,deluge flood,特大洪水大暴雨倾盆大雨如潮涌至倾泻而来的洪水大泛滥,NOUN,B2
geriatrik,geriatrics,老年病学老年医学老年疾病诊疗学老年健康护理学老年医护学,NOUN,Advanced
veck,fold,折痕褶皱折叠褶裙皱褶折缝羊圈,NOUN,A2
fingernagel,fingernail,手指甲指甲手指角质甲甲壳手甲缘端指盖片,NOUN,A1
klandra,reproach,责备指责斥责归咎于严加非难挑剔责难,VERB,B2
slaveri,servitude,奴役奴隶状态地役权劳役失去自由拘役服从状态,NOUN,B2
örtkännare,herbalist,草药师中草药医生草药学者草本植物调配师草药植物商,NOUN,B2
rationalisera,rationalize,使合理化合理化解释精简人员使符合理性调整结构削减开支,VERB,B2
gränsöverskridande,cross-border,跨国界的跨境的跨越边界的国际合作的跨界流动的,ADJ,B2
väcka fientlighet hos,antagonize,使产生敌意对抗激怒树敌挑衅使对立引发抗拒,VERB,B2
biolog,biologist,生物学家生物学者生命科学研究员生物科技人员生物研究者,NOUN,A2
förguda,idolize,极度崇拜偶像化视如神明盲目崇拜尊奉为偶像顶礼膜拜,VERB,B2
rättvisa,justness,正当性公正性正义正当理由公允性合理无私,NOUN,B2
långdistanslöpare,long-distance runner,长跑运动员长跑者长跑选手长跑专家长距离田径健儿马拉松跑手,NOUN,A2
spåkvinna,fortune teller,占卜师,NOUN,B2
gamet,gamete,配子,NOUN,Advanced
på,on upon,在之上,ADP,A1
örtartad,herbaceous,草本的,ADJ,Advanced
graffiti,graffiti,涂鸦,NOUN,B1
galicisk,galician,加利西亚的,ADJ,B2
produktiv,prolific,多产的,ADJ,B2
penningtvätt,laundering,洗钱,NOUN,B2
illogisk,illogical,不合逻辑的,ADJ,B2
otydlig,indistinct,模糊的,ADJ,B1
ofördelaktig,disadvantageous,不利的,ADJ,B2
kurragömma,hide-and-seek,捉迷藏,NOUN,A2
veto,veto,否决权,NOUN,B2
virus,virus,病毒,NOUN,A2
överskotts-,surplus,过剩的,ADJ,B2
farisé,pharisee,法利赛人,NOUN,Advanced
hypertermi,hyperthermia,体温过高,NOUN,Advanced
trassla upp,disentangle,解开,VERB,B2
haka av,unhook,解开挂钩,VERB,B2
knäppa upp,unbutton,解开纽扣,VERB,B1
ostädathet,untidiness,杂乱,NOUN,B2
fresk,fresco,湿壁画,NOUN,B2
malplacerad,out of place,不合时宜的,ADJ,B2
närhet,nearness,接近,NOUN,A2
fåtal,few,少数,NOUN,B2
spelbar,playable,可玩的,ADJ,B1
citerbar,quotable,可引用的,ADJ,B2
styrbarhet,governability,可统治性,NOUN,Advanced
driva,drive lead,驱动引导,VERB,B1
hård,inclement,严酷的,ADJ,Advanced
kodifiera,codify,编纂,VERB,Advanced
fängsla,handcuff,上手铐,VERB,B2
som om,as if,好像,SCONJ,B1
bruten,fractional,分数的,ADJ,Advanced
varannan söndag,every other sunday,隔周星期日,NOUN,A2
cysta,cyst,囊肿,NOUN,B2
klädsel,outfit,全套服装,NOUN,B1
gadd,sting,刺,NOUN,B2
saliv,saliva,唾液,NOUN,B2
ofrivillig,involuntary,非自愿的,ADJ,B2
lirka,coax,哄劝,VERB,B2
nysta,skein,绕成线团,VERB,Advanced
filmmaterial,footage,影像素材,NOUN,B2
er,your,你们的,PRON,A1
få syn på,espy,望见,VERB,B2
få syn på,catch sight of,瞥见,VERB,B1
tillflykt,recourse,求助,NOUN,B2
så länge som,as long as,只要,SCONJ,B1
banal,banal,平庸的,ADJ,B2
hedonistisk,hedonistic,享乐主义的,ADJ,Advanced
likvärdig,equivalent,等价的,ADJ,B2
obekant,unknown,未知事物,NOUN,B2
svarv,lathe,车床,NOUN,B2
fullmakt,warrant,授权令,NOUN,B2
muslim,muslim,穆斯林,NOUN,A2
sliten,trite,陈腐的,ADJ,B2
utåtriktad,outgoing,外向的,ADJ,B1
orientering,brief,简报,NOUN,B2
lugnande medel,sedative,镇静剂,NOUN,B2
substantiell,substantive,实质性的,ADJ,Advanced
härd,hearth,壁炉火坑,NOUN,B2
liknelse,parable,寓言,NOUN,B2
knippe,bunch,束,NOUN,B1
idealsamling,set of ideals,理想体系,NOUN,Advanced
dömd,condemned,被谴责的,ADJ,B2
kägelsnitt,conic,二次曲线,NOUN,Advanced
skuldsatt,indebted,负债的,ADJ,B2
doktrinär,doctrinaire,教条主义的,ADJ,Advanced
förfärad,horrified,惊恐的,ADJ,B2
malaria,malaria,疟疾,NOUN,B1
märkbar,appreciable,可察觉的,ADJ,B2
yrande,delirious,精神错乱的,ADJ,Advanced
förtrogen,confidant,密友,NOUN,Advanced
för ett ögonblick,momentarily,暂时地,ADV,B2
dataspecialist,computer specialist,计算机专家,NOUN,B1
försämrad,deteriorated,恶化的,ADJ,B2
hemlighetsfull,furtive,偷偷摸摸的,ADJ,Advanced
fanatisk,fanatic,狂热的,ADJ,B2
intolerant,intolerant,不宽容的,ADJ,B2
närliggande,contiguous,毗连的,ADJ,Advanced
mellanliggande,intermediate,中间的,ADJ,B2
fruktträds-,fruit tree,果树的,ADJ,B2
samhällsrelaterad,community-related,社区相关的,ADJ,B2
hemmakär,home-loving,恋家的,ADJ,B2
randig,striped,有条纹的,ADJ,A2
oscillator,oscillator,振荡器,NOUN,Advanced
boskapsuppfödare,cattle rancher,牧场主,NOUN,B2
belysare,illuminator,照明者,NOUN,Advanced
egalitär,egalitarian,平等主义的,ADJ,Advanced
äldre,elderly,老年人,NOUN,B1
huligan,hooligan,流氓,NOUN,B2
flammande,blazing,炽热的,ADJ,B2
tackling,tackling,铲球抢断,NOUN,B2
trilemma,trilemma,三难困境,NOUN,Advanced
falsk slutledning,paralogism,谬论,NOUN,Advanced
inflammerad,inflamed,发炎的,ADJ,B2
slukare,devourer,吞噬者,NOUN,Advanced
slingrande,winding,蜿蜒的,ADJ,B2
eftersträvan,emulation,仿真竞争,NOUN,Advanced
kompendium,compendium,手册纲要,NOUN,B2
lummig,leafy,枝叶茂密的,ADJ,B2
generatris,generatrix,母线,NOUN,Advanced
mysk,musk,麝香,NOUN,B2
spatel,spatula,刮刀,NOUN,B2
samägande,co-ownership,共同所有权,NOUN,Advanced
lie,scythe,大镰刀,NOUN,B2
kökshandduk,dish towel,洗碗布,NOUN,A2
våg,scales,天平秤,NOUN,B1
fistel,fistula,瘘管,NOUN,Advanced
härröra från,stem from,源于,VERB,B2
epitet,epithet,称号修饰语,NOUN,Advanced
ventilera,vent,发泄排气,VERB,B2
gravskrift,epitaph,墓志铭,NOUN,Advanced
kväve,nitrogen,氮,NOUN,B2
marginellt,marginally,微小地,ADV,B2
kortfattad,succinct,简明扼要的,ADJ,B2
wudang,wudang,武当,NOUN,B2
predikant,preacher,传道者,NOUN,B2
gammelfarfar,great-grandfather,曾祖父,NOUN,B1
rå,brute,残暴的,ADJ,B2
hematom,hematoma,血肿,NOUN,Advanced
fernissa,varnish,清漆,NOUN,B2
spåra upp,put on track,引入正轨,VERB,B2
skamlös person,shameless person,厚颜无耻之人,NOUN,B2
genetiskt,genetically,基因上,ADV,B2
tangyuan,yuanxiao,元宵,NOUN,B2
yoga,yoga,瑜伽,NOUN,A2
sändas,be broadcast,被播出,VERB,B1
bättre lottad,better,更好者,NOUN,B2
skallrande,rattling,咔哒作响,NOUN,B2
igen,again,再次,NOUN,B1
tärning,die,骰子,NOUN,A2
vuxen,adult,成年的,ADJ,A1
mittemot,opposite,在对面,ADP,A2
bakom,behind,在后面,ADV,A2
hoppsan,oops,哎呀,INTJ,A1
ingen,none,没有一个,DET,A1
mager,lean,瘦的,ADJ,A2
månadsvis,monthly,每月地,ADV,B1
måste,have to,必须,AUX,A1
efter att,after,在之后,SCONJ,A2
vägg i vägg,next door,隔壁,ADV,A2
huruvida,whether,是否,SCONJ,B2
stöna,moan,呻吟,VERB,B2
ringa,phone,打电话,VERB,A1
nedanför,below,在下方,ADV,A2
förbanna,damn,诅咒,VERB,B2
lite,little,少许,DET,A1
varom,about what,关于何事,ADV,Advanced
avskaffande,abolition,废除,NOUN,B2
därom,about that,关于那事,ADV,B2
bestört,aghast,目瞪口呆的,ADJ,Advanced
alla sorters,all kinds,各种各样的,DET,A2
mångsidig,all-round,全面的,ADJ,B2
nöje,amusement,娱乐,NOUN,B1
ursäkt för respektlöshet,apology for disrespect,不敬之歉,NOUN,Advanced
arabisk,arabic,阿拉伯的,ADJ,A2
så mycket som möjligt,as much as possible,尽可能,ADV,A2
associerad,associated,关联的,ADJ,B2
asylsökande,asylum seeker,寻求庇护者,NOUN,B2
längst bak,at the back,在后部,ADV,A2
högst upp,at the top,在顶部,ADV,A2
ateistisk,atheistic,无神论的,ADJ,B2
attributiv,attributive,定语的,ADJ,Advanced
australisk,australian,澳大利亚的,ADJ,A2
österrikisk,austrian,奥地利的,ADJ,A2
balanserande,balancing,平衡的,ADJ,B2
basal,basal,基础的,ADJ,B2
basinkomst,basic income,基本收入,NOUN,B2
godhet,benignity,仁慈,NOUN,Advanced
böjd,bent,弯曲的,ADJ,A2
berlinsk,berlijns,柏林的,ADJ,B2
cykelreparatör,bicycle repairer,自行车修理工,NOUN,B1
dyster,bleak,阴沉荒凉的,ADJ,B2
blodfläck,bloodstain,血迹,NOUN,B1
blodtörstig,bloodthirsty,嗜血的,ADJ,B2
bombardemang,bombardment,轰炸,NOUN,B2
gränsarrangemang,border arrangement,边境安排,NOUN,Advanced
gränssamhälle,border community,边境社区,NOUN,B2
gränspost,border post,边防哨所,NOUN,B2
brasiliansk,brazilian,巴西的,ADJ,A2
avtalsbrott,breach of contract,违约,NOUN,B2
breddning,broadening,拓宽,NOUN,B2
budgeterbar,budgetable,可预算的,ADJ,Advanced
skumpig,bumpy,颠簸的,ADJ,B1
vid det här laget,by now,到现在,ADV,B1
omsorgsfull,caring,关怀的,ADJ,B1
offer,casualties,伤亡人员,NOUN,B2
katastrofal,catastrophic,灾难性的,ADJ,B2
ceremoniell,ceremonial,仪式的,ADJ,B2
sinnesändring,change of mind,改变主意,NOUN,B2
karaktärsmord,character assassination,人格谋杀,NOUN,Advanced
chauvinistisk,chauvinistic,沙文主义的,ADJ,Advanced
billighet,cheapness,廉价,NOUN,B2
barns rättigheter,children's rights,儿童权利,NOUN,B2
kristendom,christianity,基督教,NOUN,B1
kyrklig gemenskap,church community,教会团体,NOUN,B2
stadskärna,city centre,市中心,NOUN,B1
klasskamp,class struggle,阶级斗争,NOUN,B2
klimatförnekelse,climate denial,气候否认,NOUN,B2
kohortbaserad,cohort-based,基于队列的,ADJ,Advanced
kollektivavtal,collective labor agreement,集体协议,NOUN,B2
samlarmani,collectomania,收集狂,NOUN,Advanced
kollegial,collegial,同事间的,ADJ,B2
färgriktighet,coloredness,有色状态,NOUN,Advanced
färg,colour,颜色,NOUN,A1
kommunalisering,communautarization,共同体化,NOUN,Advanced
komparativ,comparative,比较的,ADJ,B2
sammansättningsbar,composable,可组合的,ADJ,Advanced
tvångsmässighet,compulsiveness,强迫性,NOUN,Advanced
konkav,concave,凹的,ADJ,B2
konceptuell,conceptual,概念上的,ADJ,B2
koncessionär,concessionary,优惠的,ADJ,Advanced
konferensbaserad,conference-based,基于会议的,ADJ,Advanced
sammanbindande,connecting,连接的,ADJ,B2
förbindande,connective,连接性的,ADJ,B2
konnotativ,connotative,蕴含的,ADJ,Advanced
konsoliderande,consolidating,巩固的,ADJ,Advanced
konspiratorisk,conspiratorial,阴谋的,ADJ,B2
konstitutiv,constitutive,构成的,ADJ,Advanced
konstruktivism,constructivism,建构主义,NOUN,Advanced
kontaktperson,contact person,联系人,NOUN,A2
förorenande,contaminating,污染性的,ADJ,B2
omstridd,contentious,有争议的,ADJ,B2
avtalsenlig,contractual,合同上的,ADJ,B2
kontraktualisering,contractualization,契约化,NOUN,Advanced
omvandlingsbar,conversional,转换的,ADJ,Advanced
korrekthet,correctness,正确性,NOUN,B2
kosmetika,cosmetics,化妆品,NOUN,B1
kostnader,costs,费用,NOUN,A2
motbevis,counter-evidence,反证,NOUN,B2
kontraproduktivitet,counterproductivity,适得其反,NOUN,Advanced
rättsfall,court case,诉讼案,NOUN,B2
domstolsavgift,court fee,诉讼费,NOUN,B2
straffrätt,criminal law,刑法,NOUN,B2
krissituation,crisis situation,危机局面,NOUN,B2
kristallklar,crystal clear,清澈的,ADJ,B2
girighetskultur,culture of greed,贪婪文化,NOUN,Advanced
kundtjänst,customer service,客户服务,NOUN,A2
cykelväg,cycle path,自行车道,NOUN,A2
fånig,daft,愚蠢的,ADJ,B2
skadbar,damageable,易受损的,ADJ,Advanced
dansk,danish,丹麦的,ADJ,A2
databehandling,data processing,数据处理,NOUN,B2
decibel,decibel,分贝,NOUN,B2
böjbar,declinable,可变格的,ADJ,Advanced
demagogi,demagogy,煽动,NOUN,Advanced
uppträdande,demeanor,举止,NOUN,B2
demonstrativitet,demonstrativeness,感情外露,NOUN,Advanced
degradering,demotion,降级,NOUN,B2
tanduppsättning,dentition,齿系,NOUN,Advanced
avbildad,depicted,描绘的,ADJ,B2
avbildande,depicting,描绘性的,ADJ,B2
önskvärdhet,desirability,合意性,NOUN,Advanced
diktspråk,diction,发音用词,NOUN,Advanced
diplomatiska förbindelser,diplomatic relations,外交关系,NOUN,B2
direktörskap,directorship,理事职位,NOUN,B2
motvilja,dislike,厌恶,NOUN,B2
dysterkvist,dismal,忧郁的,ADJ,B2
avsändning,dispatch,派遣发送,NOUN,B2
modfälld,dispirited,气馁的,ADJ,B2
dissociation,dissociation,解离,NOUN,Advanced
dokumentation,documentation,文件记录,NOUN,B1
dricksvatten,drinking water,饮用水,NOUN,A2
nederländare,dutchman,荷兰人,NOUN,B1
tjuvlyssnande,eavesdropping,偷听,NOUN,B2
eklekticism,eclecticism,折中主义,NOUN,Advanced
eksem,eczema,湿疹,NOUN,B2
chefredaktör,editor-in-chief,总编辑,NOUN,B2
lättsam,effortless,不费力的,ADJ,B2
egocentrism,egocentrism,自我中心,NOUN,Advanced
egyptisk,egyptian,埃及的,ADJ,A2
utmagrande,emaciating,使衰弱的,ADJ,Advanced
e-postadress,email address,电子邮件地址,NOUN,A1
känsloupplevelse,emotional experience,情感体验,NOUN,B2
