Dutch_Lemma,English_Lemma,Chinese_Lemma,POS,CEFR
probleemstelling,problematic issue,问题焦点,NOUN,B2
getuigenis,attestation,证明,NOUN,B2
volharding,insistence persistence,坚持,NOUN,B2
hervormingen,reforms,改革,NOUN,B1
verlichting,lighting,照明,NOUN,A2
stakingsgebonden,strike-related,罢工相关的,ADJ,B2
voeding,feeding,喂养,NOUN,B1
doving,extinguishing,熄灭,NOUN,B2
bewondering,admiration,钦佩,NOUN,B1
onnavolgbaarheid,inimitability,无与伦比,NOUN,Advanced
middelbare school,middle school,中学,NOUN,A2
aanmaning,formal notice,正式通知,NOUN,B2
naamvalsuitgang,case inflection,格屈折,NOUN,B2
media-,media,媒体的,ADJ,B1
lediging,emptying,清空,NOUN,B2
uitlening,lending,借贷,NOUN,B1
tips,tips,小费,NOUN,A2
beperkingen,constraints,限制,NOUN,B1
behalve,except unless,除非,ADP,A2
emiraat,emirate,酋长国,NOUN,B2
klinkerneiging,vowel inclination,元音倾向,NOUN,Advanced
orthografisch,orthographic,正字法的,ADJ,B2
uitstelverlening,granting of respite,缓期,NOUN,B2
vrouwtjes,females,雌性,NOUN,A2
straatverlichting,street lighting,路灯照明,NOUN,A2
Engelse taal,english language,英语,NOUN,A1
waarschuwend,warning,警告性的,ADJ,B2
suggestiviteit,suggestiveness,启发性,NOUN,Advanced
slaginstrumenten,percussion instruments,打击乐器,NOUN,B1
pantomime,mime,默剧,NOUN,B2
bloei,blossoming ripening,绽放成熟,NOUN,B2
bewijslevering,erweisung,证实,NOUN,Advanced
onredelijkheid,unfairness,不公,NOUN,B2
toedoen,the zuhandlung,作为,NOUN,Advanced
verzoekschrift,eingabe,意见书,NOUN,B2
verwijzing,weitweisung,转送,NOUN,Advanced
ontbossing,removal deforestation,砍伐森林,NOUN,B2
toerekening,the zurechnung,归责,NOUN,Advanced
uitbreiding,add-on,附加组件,NOUN,B1
aantoning,aufweisung,明示,NOUN,Advanced
aankondiging,the ansage,通告,NOUN,B1
verleiding,enticement,诱惑,NOUN,B2
ontsnapping,escaping,逃脱,NOUN,B1
toeloop,the andrang,拥挤,NOUN,B2
declamatorische stijl,declamatory style,朗诵风格,NOUN,Advanced
vermindering,the beminderung,削减,NOUN,B2
inname,einnahme,占领,NOUN,B2
een coalitie vormen,form a coalition,组建联盟,VERB,B2
goddelijke beproeving,divine trial,神圣考验,NOUN,B2
in eerste aanleg,of first instance,一审的,ADJ,B2
mensenhandel,trafficking,非法贩运,NOUN,B2
directionaliteit,directionality,方向性,NOUN,Advanced
een,a an,,DET,B2
een hoop,a big pile,,NUM,B2
decennium,a decade of a century e.g. the Sixties,,NOUN,B2
een paar,a few,,NOUN,B2
lang,a long time,,ADV,B2
rommelig,a mess,,ADJ,B2
een,a one,,DET,B2
a posteriori,a posteriori,,ADJ,B2
a priori,a priori,,ADJ,B2
geluid,a sound,,NUM,B2
toast,a toast,,NOUN,B2
afnemen,abate,,VERB,B2
abdij,abbey,,NOUN,B2
abt,abbot,,NOUN,B2
abdikatie,abdication,,NOUN,B2
aberrant,aberrant,,ADJ,B2
aanzetten,abet,,VERB,B2
afschuwelijk,abhorrent,,ADJ,B2
afzweren,abjure,,VERB,B2
wasbeurt,ablution,,NOUN,B2
afschuwen,abominate,,VERB,B2
afgrijzel,abomination,,NOUN,B2
overvloedig zijn,to abound,,VERB,B2
ongeveer vijftien,about fifteen,,NOUN,B2
ongeveer vijftig,about fifty,,NOUN,B2
ongeveer tien,about ten,,NOUN,B2
boven,above,,NOUN,B2
bovenal,above all,,NOUN,B2
boven,above over,,ADP,B2
schurend,abrasive,,ADJ,B2
afschaffen,abrogate,废除,VERB,B2
verzuim,absenteeism,缺勤,NOUN,B2
absoluut niet,absolutely not,绝对不,ADV,B2
absolutie,absolution,赦免,NOUN,B2
abstract,abstract,摘要,NOUN,B2
abstractionisme,abstractionism,抽象主义,NOUN,B2
absurdisme,absurdism,荒诞主义,NOUN,B2
overvloedig,abundantly,丰富地,ADV,B2
misbruikgeval,abuse case,虐待案件,NOUN,B2
misbruiker,abuser,施虐者,NOUN,B2
misbruiken,abuses,虐待,NOUN,B2
afgrondachtig,abysmal,极差的,ADJ,B2
academische graad,academic degree,学位,NOUN,B2
academische vaardigheidstest,academic proficiency test,,NOUN,B2
toetreden,accede,加入,VERB,B2
bestellingen aanvaarden,accept orders,接受订单,VERB,B2
toegankelijkheidsfuncties,accessibility features,无障碍功能,NOUN,B2
accessoire,accessory,配件,NOUN,B2
acclimatiseren,acclimatize,适应,VERB,B2
voorbereiden,to accommodate to prepare,准备,VERB,B2
accommoderend,accommodating,通情达理,ADJ,B2
je vergezellen,to accompany you,陪伴你,VERB,B2
overeenstemmen met,to accord with,与一致,NOUN,B2
daarvolgens,according to that,据此,ADV,B2
daarom,accordingly consequently,因此,ADV,B2
aanspreken,accost,搭讪,VERB,B2
boekhoudkundig,accounting,会计的,ADJ,B2
boekhouden,accounting,记账,VERB,B2
accreditatie,accreditation,认证,NOUN,B2
aangeklaagde,accused person,被指控者,NOUN,B2
acedia,acedia spiritual sloth,灵性懒惰,NOUN,B2
verergeren,acerbate,加剧,VERB,B2
haalbaar,achievable,可实现的,ADJ,B2
bereikt,achieved,已实现的,ADJ,B2
zuur,acid,酸的,ADJ,B2
zuur,acid sour,酸的,ADJ,B2
zuur,acidic,酸性的,ADJ,B2
acolyt,acolyte,侍者,NOUN,B2
eikel,acorn,橡子,NOUN,B2
verworven,acquired,获得的,ADJ,B2
eigendomsverwerving,acquisition of ownership,所有权取得,NOUN,B2
afdoen,to acquit to settle,了结,VERB,B2
prikkelend,acrid,刺鼻的,ADJ,B2
bitter,acrimonious,激烈的,ADJ,B2
acrostichon,acrostic,藏头诗,NOUN,B2
ontvangen,to act as host,做东,VERB,B2
bemiddeling,to act as intermediary,调解,NOUN,B2
despotisch handelen,to act despotically,独断专行,VERB,B2
kniebuiging,act of kneeling,跪下,NOUN,B2
optreden,to act on behalf of sb in a responsible position,代表行事,VERB,B2
beklaaglijk doen,to act pitiful,装可怜,VERB,B2
onvoorzichtig handelen,to act rashly,鲁莽行事,VERB,B2
onbezonnen handelen,to act wildly to act recklessly,胡作非为,VERB,B2
actieve bevolking,active population,活跃人口,NOUN,B2
activisme,activism,行动主义,NOUN,B2
acteur,actor or actress,演员,NOUN,B2
godsdienstoefeningen,acts of worship,礼拜,NOUN,B2
activeren,actuate,启动,VERB,B2
scherpzinnigheid,acumen,敏锐,NOUN,B2
aanpassingsvermogen,adaptability,适应性,NOUN,B2
aanpasbaar,adaptable,适应性强的,ADJ,B2
adaptief,adaptive,适应性的,ADJ,B2
verslavend,addictive,令人上瘾的,ADJ,B2
additioneel,additional extra,额外的,ADJ,B2
daarnaast,additionally,此外,ADV,B2
duimen,to address informally,非正式称呼,VERB,B2
bekwaam,adept,熟练的,ADJ,B2
adekwaat,adequate suitable,适当的,ADJ,B2
toetreden,to adhere join,加入,VERB,B2
hechting,adherence,粘附,NOUN,B2
pleister,adhesive bandage,创可贴,NOUN,B2
aangrenzen,adjoin,毗邻,VERB,B2
opschorten,adjourn,休会,VERB,B2
uitstel,adjournment,休会,NOUN,B2
oordelen,adjudge,判定,VERB,B2
beslissen,adjudicate,,VERB,B2
uitspraak,adjudication,裁决,NOUN,B2
bezweren,adjure,恳求,VERB,B2
instelbaarheid,adjustability,可调性,NOUN,B2
afnemen,to administer an oath,,VERB,B2
bestuursdelict,administrative offense,行政违法,NOUN,B2
bewonderenswaardig,admirable,令人钦佩的,ADJ,B2
toelaatbaarheid,admissibility acceptance,可接受性,NOUN,B2
overeenkomstig,according to,根据,NOUN,B2
verraderschapsbeschuldiging,accusing of treason,叛国指控,NOUN,B2
handelen op basis van,to act on,采取行动,VERB,B2
handlingsdocument,action document,行动文件,NOUN,B2
daadwerkelijkheid,actually,实际上,NOUN,B2
toelaatbaar,admissible,可接受的,ADJ,B2
toelaatbaar,admissible eligible,可接受的,ADJ,B2
fout toegeven,to admit fault,承认错误,VERB,B2
toegeven,to admit to confess,承认,VERB,B2
toegelaten,admitted,已承认的,ADJ,B2
adolescentie,adolescence,青春期,NOUN,B2
geadopteerde zoon,adopted son,养子,NOUN,B2
geadopteerde zoon,adopted-son,养子,NOUN,B2
aandoenlijk,adorable,可爱的,ADJ,B2
aanbidding,adoration worship,崇拜,NOUN,B2
adoul-notarissen,adoul notaries,公证人,NOUN,B2
adrenaline,adrenaline,肾上腺素,NOUN,B2
vindingrijk,adroit,机敏的,ADJ,B2
overspel,adultery,通奸,NOUN,B2
voorafgaande kennisgeving,advance notice,预先通知,NOUN,B2
avontuurlijk,adventurous,冒险的,ADJ,B2
adversariaal,adversarial,对抗的,ADJ,B2
adverteerder,advertiser,广告商,NOUN,B2
aanbeveling,advisability,建议性,NOUN,B2
aan te raden,advisable,可取的,ADJ,B2
adviseur,advisor consultant,顾问,NOUN,B2
advies,advisory,咨询的,ADJ,B2
advocaat,advocate,律师,NOUN,B2
opwinding,agitation,激动,NOUN,B2
agnostisch,agnostic,不可知论的,ADJ,B2
agnost,agnostic,不可知论者,NOUN,B2
agnosticisme,agnosticism,不可知论,NOUN,B2
zich martelen,agonize,痛苦,VERB,B2
instemmen,to agree to approve,同意批准,VERB,B2
instemmen met,to agree with,同意,VERB,B2
aangenaam,agreeable,令人愉快的,ADJ,B2
ah,ah,啊,PART,B2
aha,aha,啊哈,INTJ,B2
sturen,to aim steer,驾驶,VERB,B2
doelloos,aimless,无目的的,ADJ,B2
airconditioner,air conditioner,空调,NOUN,B2
luchttemperatuur,air temperature,气温,NOUN,B2
luchtvaartmaatschappij,airline,航空公司,NOUN,B2
gang,aisle,过道,NOUN,B2
aitalied,aita song,爱塔歌,NOUN,B2
alarmsysteem,alarm system,报警系统,NOUN,B2
Alawiet,Alawi,阿拉维派,NOUN,B2
alchemie,alchemy,炼金术,NOUN,B2
alg,algae,,NOUN,B2
algebraïsch,algebraic,,ADJ,B2
vreemd,alien,,ADJ,B2
gelijk,alike,,ADV,B2
alkaliteit,alkalinity,,NOUN,B2
alle,all,,ADJ,B2
geheel,all entirely,,DET,B2
de hele nacht,all night,,ADV,B2
niet alles,all not,,ADV,B2
volledige inzet,all out,,NOUN,B2
overal,all over,,ADV,B2
Allerheiligen,All Saints' Day,,NOUN,B2
des te meer,all the more,,ADV,B2
samen,all together,,ADV,B2
bedaren,allay,,VERB,B2
beschuldiging,allegation,,NOUN,B2
vermeend,alleged presumed,,ADJ,B2
trouw,allegiance,,NOUN,B2
allegorisch,allegorical,,ADJ,B2
allegorie,allegory,,NOUN,B2
alliteratie,alliteration,,NOUN,B2
toewijzing,allocation,,NOUN,B2
toebedelen,allot,,VERB,B2
toebedeling,allotment,,NOUN,B2
betovering,allure,魅力,NOUN,B2
amandelen,almonds,杏仁,NOUN,B2
almoezen,alms,施舍,NOUN,B2
afstandelijk,aloof,冷淡的,ADJ,B2
al,already may particle,已经,PART,B2
akkoord,alright,同意,NOUN,B2
ook,also,也,ADP,B2
ook,also,也,AUX,B2
ook,also,也,SCONJ,B2
altaar,altar,祭坛,NOUN,B2
bederven,to alter to spoil,弄坏,VERB,B2
hoewel,although,虽然,ADP,B2
hoewel,although,虽然,CCONJ,B2
vermenging,amalgam conflation,混淆,NOUN,B2
verbaasd,amazed,惊奇的,ADJ,B2
omringend,ambient surrounding,周围的,ADJ,B2
ambivalentie,ambivalence,矛盾心理,NOUN,B2
verbeteren,ameliorate,改善,VERB,B2
verbetering,amelioration,改善,NOUN,B2
gewijzigde analyse,amended analysis,修改后的分析,NOUN,B2
gewijzigde combinatie,amended combination,修改后的组合,NOUN,B2
gewijzigd verschil,amended difference,修改后的差异,NOUN,B2
gewijzigde inferentie,amended inference,修改后的推理,NOUN,B2
gewijzigd interieur,amended interior,修改后的内部,NOUN,B2
gewijzigd oordeel,amended judgment,修改后的判断,NOUN,B2
gewijzigde noodzakelijkheid,amended necessity,修改后的必要性,NOUN,B2
wijzigingen,amendments,修正案,NOUN,B2
schadevergoeding,amends,赔偿,NOUN,B2
vriendschappelijk buitengerechtelijk,amicable out-of-court,友好庭外的,ADJ,B2
aminozuur,amino acid,氨基酸,NOUN,B2
amnestiëren,to amnesty,大赦,VERB,B2
amoraal,amoral,非道德的,ADJ,B2
amortisatie,amortization,摊销,NOUN,B2
amfitheater,amphitheater lecture hall,圆形剧场,NOUN,B2
ruim vallend,ample loose-fitting,宽松,ADJ,B2
amplitudebereik,amplitude range,振幅范围,NOUN,B2
vermaakt,amused,愉快的,ADJ,B2
een,an,一个,DET,B2
anacoluthon,anacoluthon,语法混乱,NOUN,B2
anadiplose,anadiplosis,顶真,NOUN,B2
analgesie,analgesia,镇痛,NOUN,B2
analogiseren,analogize,类比,VERB,B2
analoog,analogous similar,类似的,ADJ,B2
anamnese,anamnesis case history,病史,NOUN,B2
anarchisch,anarchical,无政府主义的,ADJ,B2
anarchisme,anarchism,无政府主义,NOUN,B2
anathematizeren,to anathematize,绝罚,VERB,B2
dissectie,anatomy dissection,解剖,NOUN,B2
ancestraal,ancestral,祖先的,ADJ,B2
ansjovis,anchovy,凤尾鱼,NOUN,B2
wortel,ancient rootedness,根基,NOUN,B2
tempel,ancient temple,古庙,NOUN,B2
en,and,和,SCONJ,B2
androgyen,androgynous,雌雄同体的,ADJ,B2
anekdotisch,anecdotal,轶事的,ADJ,B2
anemisch,anemic,贫血的,ADJ,B2
aneurysma,aneurysm,动脉瘤,NOUN,B2
angstig,anguished,痛苦的,ADJ,B2
hok,animal pen,畜栏,NOUN,B2
animeren,to animate,使动画化,VERB,B2
geanimeerd,animated,动画的,ADJ,B2
annexen,annexes,附录,NOUN,B2
jaarboek,annual,年鉴,NOUN,B2
jaarlijkse strijd,annual battle,年度战役,NOUN,B2
jaarlijkse inspectie,annual inspection,年度检查,NOUN,B2
jaarlijkse publicatie,annual publication,年度出版物,NOUN,B2
jaarlijkse inkomsten,annuity private income,,NOUN,B2
anodyen,anodyne,平淡的,ADJ,B2
zalven,anoint,涂油,VERB,B2
anomaal,anomalous,异常的,ADJ,B2
anoniemheid,anonymity,匿名,NOUN,B2
anoniemisering,anonymization,匿名化,NOUN,B2
anoniem,anonymously,匿名地,ADV,B2
anorexia,anorexia,厌食症,NOUN,B2
andere keer,another time,另一次,ADV,B2
vragen beantwoorden,answer questions,回答问题,VERB,B2
antwoorden,to answer to reply,回答,VERB,B2
antagonistisch,antagonistic,对抗的,ADJ,B2
voordateren,to antedate,早于,VERB,B2
antediluviaal,antediluvian,远古的,ADJ,B2
voorhal,anteroom,前厅,NOUN,B2
anthem,anthem,颂歌,NOUN,B2
mierenhoop,anthill,蚁丘,NOUN,B2
anthropologisch,anthropological,人类学的,ADJ,B2
tegenwerkelijkheid,anti-actuality,,NOUN,B2
tegenanalyse,anti-analysis,,NOUN,B2
tegeninhoud,anti-content,,NOUN,B2
tegenenergie,anti-energy,,NOUN,B2
tegenwezen,anti-essence,,NOUN,B2
anti-establishment,anti-establishment,,NOUN,B2
tegenvorm,anti-form,,NOUN,B2
tegenwet,anti-law,,NOUN,B2
tegennoodzaak,anti-necessity,,NOUN,B2
tegenparticulariteit,anti-particularity,,NOUN,B2
tegenmogelijkheid,anti-possibility,,NOUN,B2
tegenreden,anti-reason,,NOUN,B2
tegenregel,anti-rule,,NOUN,B2
tegensynthese,anti-synthesis,,NOUN,B2
tegeneenheid,anti-unity,,NOUN,B2
tegengebruik,anti-use,,NOUN,B2
anticipeerd,anticipated,,ADJ,B2
anticiperend,anticipatory,,ADJ,B2
antigeentest,antigen test,,NOUN,B2
antinomie,antinomy,,NOUN,B2
antiphrasis,antiphrasis,,NOUN,B2
antiquiteit,antiquity,,NOUN,B2
antisemiet,antisemite,,NOUN,B2
antonomase,antonomasia,,NOUN,B2
zenuwachtig,antsy,,ADJ,B2
aambeeld,anvil,,NOUN,B2
begeerlijk,anxious eager,,ADJ,B2
haasten,anxious for quick results,,VERB,B2
enig,any,,ADJ,B2
iemand,anybody,,PRON,B2
nog,anymore,,ADV,B2
toch,anyway,,PRON,B2
ergens,anywhere,,ADV,B2
apartheid,apartheid,,NOUN,B2
bijenstal,apiary,,NOUN,B2
apneu,apnea,,NOUN,B2
apocalyps,apocalypse,,NOUN,B2
apogee,apogee,,NOUN,B2
apofatisch,apophatic,,ADJ,B2
apofthegm,apophthegm,,NOUN,B2
aporetisch,aporetic,,ADJ,B2
aporia,aporia,,NOUN,B2
apostille,apostille,,NOUN,B2
apostel,apostle,,NOUN,B2
apostroferen,apostrophize,,VERB,B2
app,app,,NOUN,B2
schrikken,appall,,VERB,B2
schrikwekkend,appalling,,ADJ,B2
kleding,apparel,,NOUN,B2
apparent,apparent,,ADJ,B2
appelleren,to appeal to,,VERB,B2
verschijnen,to appear in court,,VERB,B2
appellatief,appellate,上诉的,ADJ,B2
toevoegen,append,附加,VERB,B2
toekomen,appertain,属于,VERB,B2
appetizers,appetizers,开胃菜,NOUN,B2
apparaat,appliance,器具,NOUN,B2
toepasselijk,applicable,适用的,ADJ,B2
van toepassing zijn,apply be valid,适用,VERB,B2
aanvragen,to apply for,申请,VERB,B2
solliciteren,to apply for a job,求职,VERB,B2
aanwijzen,to appoint add,任命,VERB,B2
benoemen,to appoint and nominate,提名,VERB,B2
benoemen,to appoint official,任命,VERB,B2
afspraken,appointments,预约,NOUN,B2
verdelen,apportion,分配,VERB,B2
waardering,appraisal,评估,NOUN,B2
benaderbaar,approachable,平易近人的,ADJ,B2
passend,appropriate fitting,合适的,ADJ,B2
goedkeuring,approval pleasure,批准,NOUN,B2
goedgekeurd,approved,已批准的,ADJ,B2
ongeveer,approx.,大约,ADV,B2
geschikt,apt,恰当的,ADJ,B2
aquatisch,aquatic,水生的,ADJ,B2
aquaduct,aqueduct,水渠,NOUN,B2
waterig,aqueous,水溶液的,ADJ,B2
Arabisch,Arabic,阿拉伯语,NOUN,B2
Arabisch,Arabic language,阿拉伯语,NOUN,B2
akkergrond,arable land,耕地,NOUN,B2
Araben,Arabs,阿拉伯人,NOUN,B2
arbitrage,arbitrage,套利,NOUN,B2
arbitraal,arbitral,仲裁的,ADJ,B2
willekeurig,arbitrary,任意的,ADV,B2
archeoloog,archaeologist,考古学家,NOUN,B2
aartsbisschop,archbishop,大主教,NOUN,B2
archvijand,archenemy,死敌,NOUN,B2
archeologie,archeology,考古学,NOUN,B2
boogschutter,archer,弓箭手,NOUN,B2
boogschieten,archery,射箭,NOUN,B2
archieven,archives,档案,NOUN,B2
brandend,ardent blazing,炽热的,ADJ,B2
brandend verdriet,ardent grief,深切悲痛,NOUN,B2
brandend verlangen,ardent longing,强烈渴望,NOUN,B2
verdedigbaar,arguable,可论证的,ADJ,B2
argumentatief,argumentative,好争论的,ADJ,B2
aristocratisch,aristocratic,贵族的,ADJ,B2
aritmatisch,arithmetic,算术的,ADJ,B2
aritmee,arithmetic,算术,NOUN,B2
wapenuitrusting,armament,武器,NOUN,B2
armband,armband,臂章,NOUN,B2
gewapende strijdkrachten,armed forces,武装力量,NOUN,B2
pantseren,to armor,装甲,VERB,B2
gepantserd,armored,装甲的,ADJ,B2
legerescorte,army escort,军队护卫,NOUN,B2
aromatisch,aromatic,芳香的,ADJ,B2
rond,around at,在左右,ADP,B2
rond de,around the,在周围,ADP,B2
aanklagen,arraign,传讯,VERB,B2
een afspraak maken,to arrange a meeting,安排会面,VERB,B2
inrichten,to arrange develop,安排发展,VERB,B2
georganiseerd,arranged,安排好的,ADJ,B2
arrestbevel,arrest warrant,逮捕令,NOUN,B2
aritmie,arrhythmia,心律失常,NOUN,B2
aankomen,to arrive to,到达,VERB,B2
toeeigenen,arrogate,强占,VERB,B2
pijlwond,arrow wound,箭伤,NOUN,B2
pijlpunt,arrowhead,箭头,NOUN,B2
kunstcollectie,art collection,艺术收藏,NOUN,B2
arterieel,arterial,动脉的,ADJ,B2
listig,artful,巧妙的,ADJ,B2
listig,artfully,巧妙地,ADV,B2
artisjok,artichoke,洋蓟,NOUN,B2
artikelen,articles,,NOUN,B2
articulair,articular,关节的,ADJ,B2
onopsmukkelijk,artless,朴素的,ADJ,B2
als,as,如同,CCONJ,B2
zo vroeg mogelijk,as early as possible,尽早,ADV,B2
zoals bekend,as everyone knows,众所周知,ADJ,B2
voor zover,as far as,就而言,ADV,B2
wat betreft,as for,至于,ADP,B2
wat betreft,as for,至于,ADV,B2
evenveel,as much,一样多,ADV,B2
zo mogelijk,as possible,尽可能,ADV,B2
zo spoedig mogelijk,as soon as possible,尽快,ADV,B2
zoals gewoonlijk,as usual,照常,ADV,B2
zoals wanneer,as when,如同当时,SCONJ,B2
asbest,asbestos,石棉,NOUN,B2
vaststellen,ascertain,查明,VERB,B2
as,ashes,灰烬,NOUN,B2
aan land,ashore,在岸上,ADV,B2
opmerking,aside,旁白,NOUN,B2
ezelachtig,asinine,愚蠢的,ADJ,B2
vragen naar,to ask about,询问,VERB,B2
vragen om,to ask for,请求,VERB,B2
retorisch vragen,to ask rhetorically,反问,VERB,B2
slapend,asleep,睡着的,ADJ,B2
progressief aspectpartikel,aspect particle action in progress,进行体助词,PART,B2
lastering,aspersion,诽谤,NOUN,B2
aspirant,aspirant,候选人,NOUN,B2
aandaden,assail,攻击,VERB,B2
aandader,assailant,袭击者,NOUN,B2
instemming,assent,同意,NOUN,B2
kut,asshole,混蛋,NOUN,B2
vlijt,assiduity,勤勉,NOUN,B2
vlijtige toepassing,assiduous application,勤勉应用,NOUN,B2
vlijtig,assiduously,勤勉地,ADV,B2
vlijtigheid,assiduousness,勤勉,NOUN,B2
genoot,associate,伙伴,NOUN,B2
sorteren,assort,分类,VERB,B2
verlichten,assuage,缓解,VERB,B2
aannemen,to assume to think,假定,VERB,B2
asthenie,asthenia,无力症,NOUN,B2
verbluffend,astonishing amazing,令人惊叹,ADJ,B2
verwondering,astonishment amazement,惊愕,NOUN,B2
verbluffen,astound,使震惊,VERB,B2
verbluffend,astounding,惊人的,ADJ,B2
op,astride,骑在,ADP,B2
op,astride,骑跨,ADV,B2
adstringerend,astringent,收敛的,ADJ,B2
adstringens,astringent,收敛剂,NOUN,B2
astronoom,astronomer,天文学家,NOUN,B2
asiel,asylum shelter,庇护所,NOUN,B2
asymptomatisch,asymptomatic,无症状的,ADJ,B2
asyndeton,asyndeton,无连词,NOUN,B2
thuis,at home,在家,NOUN,B2
er mee bezig,at it,在做,ADV,B2
uiteindelijk,at length,终于,ADV,B2
eindelijk,at long last,终于,ADV,B2
ten hoogste,at most,至多,ADV,B2
